fname,continuum_member,condition,itemnum,Group,Block
list3_dg15_87_highmid.ogg,15,highmid,87,3,with_precursor
list3_dg15_95_highmid.ogg,15,highmid,95,3,with_precursor
list3_dg16_104_highmid.ogg,16,highmid,104,3,with_precursor
list3_dg16_112_highmid.ogg,16,highmid,112,3,with_precursor
list3_dg16_120_highmid.ogg,16,highmid,120,3,with_precursor
list3_dg16_128_midhigh.ogg,16,midhigh,128,3,with_precursor
list3_dg16_136_midhigh.ogg,16,midhigh,136,3,with_precursor
list3_dg16_144_midhigh.ogg,16,midhigh,144,3,with_precursor
list3_dg16_152_midhigh.ogg,16,midhigh,152,3,with_precursor
list3_dg16_160_midhigh.ogg,16,midhigh,160,3,with_precursor
list3_dg16_16_lowmid.ogg,16,lowmid,16,3,with_precursor
list3_dg16_24_lowmid.ogg,16,lowmid,24,3,with_precursor
list3_dg16_32_lowmid.ogg,16,lowmid,32,3,with_precursor
list3_dg16_40_lowmid.ogg,16,lowmid,40,3,with_precursor
list3_dg16_48_midlow.ogg,16,midlow,48,3,with_precursor
list3_dg16_56_midlow.ogg,16,midlow,56,3,with_precursor
list3_dg16_64_midlow.ogg,16,midlow,64,3,with_precursor
list3_dg16_72_midlow.ogg,16,midlow,72,3,with_precursor
list3_dg16_80_midlow.ogg,16,midlow,80,3,with_precursor
list3_dg16_88_highmid.ogg,16,highmid,88,3,with_precursor
list3_dg16_8_lowmid.ogg,16,lowmid,8,3,with_precursor
list3_dg16_96_highmid.ogg,16,highmid,96,3,with_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg09_CV.ogg,9,NA,NA,0,without_precursor
a_dg10_CV.ogg,10,NA,NA,0,without_precursor
a_dg11_CV.ogg,11,NA,NA,0,without_precursor
a_dg12_CV.ogg,12,NA,NA,0,without_precursor
a_dg13_CV.ogg,13,NA,NA,0,without_precursor
a_dg14_CV.ogg,14,NA,NA,0,without_precursor
a_dg15_CV.ogg,15,NA,NA,0,without_precursor
a_dg16_CV.ogg,16,NA,NA,0,without_precursor
a_dg01_CV.ogg,1,NA,NA,0,practice_trial
a_dg02_CV.ogg,2,NA,NA,0,practice_trial
a_dg19_CV.ogg,19,NA,NA,0,practice_trial
a_dg20_CV.ogg,20,NA,NA,0,practice_trial
a_dg09_CV.ogg,9,NA,NA,1,without_precursor
a_dg10_CV.ogg,10,NA,NA,1,without_precursor
a_dg11_CV.ogg,11,NA,NA,1,without_precursor
a_dg12_CV.ogg,12,NA,NA,1,without_precursor
a_dg13_CV.ogg,13,NA,NA,1,without_precursor
a_dg14_CV.ogg,14,NA,NA,1,without_precursor
a_dg15_CV.ogg,15,NA,NA,1,without_precursor
a_dg16_CV.ogg,16,NA,NA,1,without_precursor
a_dg09_CV.ogg,9,NA,NA,1,without_precursor
a_dg10_CV.ogg,10,NA,NA,1,without_precursor
a_dg11_CV.ogg,11,NA,NA,1,without_precursor
a_dg12_CV.ogg,12,NA,NA,1,without_precursor
a_dg13_CV.ogg,13,NA,NA,1,without_precursor
a_dg14_CV.ogg,14,NA,NA,1,without_precursor
a_dg15_CV.ogg,15,NA,NA,1,without_precursor
